id,name,type,area,description,tags,mood,lat,lng,estimated_cost,rating,popularity,url
osm_4c99de62950d6e6d,Dwarka Restaurant,restaurant,Borivali,indian spot in Borivali,restaurant; indian; yes,fun; romantic,19.2236598,72.8522879,650,4,48,https://www.google.com/maps/search/?api=1&query=19.2236598%2C72.8522879%20(Dwarka%20Restaurant)
osm_ce36f529a39d268c,viceroy garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2107976,72.8724075,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2107976%2C72.8724075%20(viceroy%20garden)
osm_4c18beaf224edd1c,bmc park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2499784,72.8495428,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2499784%2C72.8495428%20(bmc%20park)
osm_6e04d5907aee92f5,Deepa Bar,restaurant,Borivali,bar in Borivali,activity; bar,fun; adventure,19.2486055,72.8588843,700,4,40,https://www.google.com/maps/search/?api=1&query=19.2486055%2C72.8588843%20(Deepa%20Bar)
osm_9991af6671066261,Gokul Heaven Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2098723,72.866721,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2098723%2C72.866721%20(Gokul%20Heaven%20Park)
osm_2019fa99d7f4e459,Nancy Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2388221,72.8672981,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2388221%2C72.8672981%20(Nancy%20Park)
osm_6391dfbd6cb281fc,school cafeteria,cafe,Borivali,cafe in Borivali,cafe,chill; fun; romantic,19.2099013,72.8652611,320,4,40,https://www.google.com/maps/search/?api=1&query=19.2099013%2C72.8652611%20(school%20cafeteria)
osm_31fc41bdf5350ae6,school playground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2097779,72.8649959,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2097779%2C72.8649959%20(school%20playground)
osm_48eb5758a68dbcc6,VEG TREAT ROYAL,restaurant,Borivali,indian spot in Borivali,restaurant; indian; yes,fun; romantic,19.2307387,72.8473522,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2307387%2C72.8473522%20(VEG%20TREAT%20ROYAL)
osm_584eabca94bd6727,Pramod Navalkar Udyan,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2082918,72.8600254,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2082918%2C72.8600254%20(Pramod%20Navalkar%20Udyan)
osm_36cb253297cfe3e2,BMC Playground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2127054,72.8628733,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2127054%2C72.8628733%20(BMC%20Playground)
osm_56b062397beac406,Rani Laxmi Bai Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.239627,72.8412093,120,4,40,https://www.google.com/maps/search/?api=1&query=19.239627%2C72.8412093%20(Rani%20Laxmi%20Bai%20Park)
osm_8fa29d56843f7a37,MHADA Playground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2205125,72.8342549,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2205125%2C72.8342549%20(MHADA%20Playground)
osm_f12a798c9a2f2ae2,BMC Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2442639,72.8463078,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2442639%2C72.8463078%20(BMC%20Park)
osm_8b036261ad7a19a7,BMC Fish Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2484047,72.8461986,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2484047%2C72.8461986%20(BMC%20Fish%20Park)
osm_31d9a23ce49f7911,BMC Playground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2460029,72.8490129,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2460029%2C72.8490129%20(BMC%20Playground)
osm_5349cc91d1d62109,Atal Bihari Vajpayee Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2235364,72.8428632,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2235364%2C72.8428632%20(Atal%20Bihari%20Vajpayee%20Park)
osm_47babecbf9036b4d,Recreational Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2211746,72.8381641,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2211746%2C72.8381641%20(Recreational%20Park)
osm_aac073539a192356,Ganesh Maidan,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2253436,72.8323706,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2253436%2C72.8323706%20(Ganesh%20Maidan)
osm_0f233c6293c32c53,Oberoi Gardens Main Garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2099169,72.8697873,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2099169%2C72.8697873%20(Oberoi%20Gardens%20Main%20Garden)
osm_0cff2979e1cf8699,BMC Dadoji Kondev Playground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2124602,72.8719532,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2124602%2C72.8719532%20(BMC%20Dadoji%20Kondev%20Playground)
osm_4375c197216497a4,Evershine Dream Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2126475,72.8755961,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2126475%2C72.8755961%20(Evershine%20Dream%20Park)
osm_b0e112571212c126,Shri Golwalkar Guruji Udyan,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.215456,72.8452003,120,4,40,https://www.google.com/maps/search/?api=1&query=19.215456%2C72.8452003%20(Shri%20Golwalkar%20Guruji%20Udyan)
osm_3b977e9775c0ae09,BMC PARK AND GARDEN,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2154595,72.8414248,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2154595%2C72.8414248%20(BMC%20PARK%20AND%20GARDEN)
osm_66c81719b53d2bd9,BMC Sadguru Shree Wamanrao Pai Manoranjan Udyan Kastur Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2249299,72.8458758,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2249299%2C72.8458758%20(BMC%20Sadguru%20Shree%20Wamanrao%20Pai%20Manoranjan%20Udyan%20Kastur%20Park)
osm_125e550e78daf927,Civic Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2230836,72.8488973,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2230836%2C72.8488973%20(Civic%20Park)
osm_317033bd614332d6,Fulpakhru Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2220831,72.8665994,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2220831%2C72.8665994%20(Fulpakhru%20Park)
osm_c2ded1339304bd07,Brihanmumbai Mahanagar Palika Manoranjan Maidan,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2177898,72.8388423,120,4,50,https://www.google.com/maps/search/?api=1&query=19.2177898%2C72.8388423%20(Brihanmumbai%20Mahanagar%20Palika%20Manoranjan%20Maidan)
osm_76c37e1185e66e0c,Jogger's Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2179736,72.8387825,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2179736%2C72.8387825%20(Jogger's%20Park)
osm_ca016191674e48d8,Municipal Garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2179437,72.837326,120,4,50,https://www.google.com/maps/search/?api=1&query=19.2179437%2C72.837326%20(Municipal%20Garden)
osm_883a7f8c8f343d04,Ekta Ground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2187324,72.8457069,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2187324%2C72.8457069%20(Ekta%20Ground)
osm_25d2effa221c6ce4,BMC Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2432705,72.8503487,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2432705%2C72.8503487%20(BMC%20Park)
osm_c82d8463df10df9e,MCGM park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2094338,72.84648,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2094338%2C72.84648%20(MCGM%20park)
osm_11235998b56daf64,raj residency 2 back area,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2109489,72.8422952,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2109489%2C72.8422952%20(raj%20residency%202%20back%20area)
osm_165123410ae99920,Kamala Vihar Joggers Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2119582,72.842601,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2119582%2C72.842601%20(Kamala%20Vihar%20Joggers%20Park)
osm_8527aed5bb6191d5,kapol garden/kvis park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2099902,72.8430724,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2099902%2C72.8430724%20(kapol%20garden%2Fkvis%20park)
osm_544423add6b769bf,Panchasheel Joggers Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2128118,72.8394248,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2128118%2C72.8394248%20(Panchasheel%20Joggers%20Park)
osm_19c7e92be6422637,Majestic Bar and Restaurant,restaurant,Borivali,bar in Borivali,activity; bar,fun; adventure,19.2443624,72.8508718,700,4,40,https://www.google.com/maps/search/?api=1&query=19.2443624%2C72.8508718%20(Majestic%20Bar%20and%20Restaurant)
osm_c0c69c4cd2b26319,abhinav nagar garden and ground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2314232,72.8680589,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2314232%2C72.8680589%20(abhinav%20nagar%20garden%20and%20ground)
osm_52c62fdf36386c56,abhinav nagar badminton court,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2316861,72.8714075,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2316861%2C72.8714075%20(abhinav%20nagar%20badminton%20court)
osm_c87e829730e67a92,Geetanjali Gardens,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.24848,72.8543613,120,4,40,https://www.google.com/maps/search/?api=1&query=19.24848%2C72.8543613%20(Geetanjali%20Gardens)
osm_6ebc389764af1958,Nisarga Udyan,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2325878,72.8647066,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2325878%2C72.8647066%20(Nisarga%20Udyan)
osm_1630f615d3d96a76,Sardar Vallabhbai Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2146688,72.8454562,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2146688%2C72.8454562%20(Sardar%20Vallabhbai%20Park)
osm_19125c80e394e40f,Jawaharlal Nehru Udyana,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2178615,72.8444645,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2178615%2C72.8444645%20(Jawaharlal%20Nehru%20Udyana)
osm_f2844e75725b9b3c,P L Deshpande Garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2262142,72.8403696,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2262142%2C72.8403696%20(P%20L%20Deshpande%20Garden)
osm_a4e2e73c476431e7,Balaji Recreational Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2219167,72.8344001,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2219167%2C72.8344001%20(Balaji%20Recreational%20Park)
osm_64ff996e851e325d,Abhinav-Vasant Jogger's Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.227333,72.8424553,120,4,40,https://www.google.com/maps/search/?api=1&query=19.227333%2C72.8424553%20(Abhinav-Vasant%20Jogger's%20Park)
osm_237fa6b497d93766,yogi garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2343282,72.8431192,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2343282%2C72.8431192%20(yogi%20garden)
osm_2736e60b7778f96c,Mother Teresa Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2458168,72.8461236,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2458168%2C72.8461236%20(Mother%20Teresa%20Park)
osm_a4b6e922bb01c225,BMC Tukaram Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.248847,72.8461696,120,4,40,https://www.google.com/maps/search/?api=1&query=19.248847%2C72.8461696%20(BMC%20Tukaram%20Park)
osm_3ff32153137cc84f,Shrikant Thakrey BMC Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2164483,72.8711655,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2164483%2C72.8711655%20(Shrikant%20Thakrey%20BMC%20Park)
osm_3e39ce256c4acd24,Burger King,restaurant,Borivali,"burger, chicken spot in Borivali",restaurant; fast_food; burger; chicken,fun; romantic,19.2304363,72.8404716,650,4,72,https://www.google.com/maps/search/?api=1&query=19.2304363%2C72.8404716%20(Burger%20King)
osm_225b064cfd1d90e2,McDonald's,restaurant,Borivali,burger spot in Borivali,restaurant; fast_food; burger,fun; romantic,19.2304803,72.8406316,650,4,50,https://www.google.com/maps/search/?api=1&query=19.2304803%2C72.8406316%20(McDonald's)
osm_ae63de7e8457ccc7,Cream Lounge,restaurant,Borivali,"milkshake, ice_cream, waffles spot in Borivali",restaurant; milkshake; ice_cream; waffles,fun; romantic,19.2348242,72.8410924,650,4,58,https://www.google.com/maps/search/?api=1&query=19.2348242%2C72.8410924%20(Cream%20Lounge)
osm_04eddfb031a2c413,dinshas,cafe,Borivali,"pizza, coffee_shop, burger, japanese, french spot in Borivali",cafe; pizza; coffee_shop; burger; yes,chill; fun; romantic,19.2347014,72.8485954,320,4,72,https://www.google.com/maps/search/?api=1&query=19.2347014%2C72.8485954%20(dinshas)
osm_6a5b4c033e085b5f,Jogging Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2097618,72.8723441,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2097618%2C72.8723441%20(Jogging%20Park)
osm_d4e5aeb1f9aac539,Rail Nagar Copperative Housing Society Garden,outdoor,Borivali,garden in Borivali,outdoor; garden,chill; romantic,19.2297188,72.8455947,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2297188%2C72.8455947%20(Rail%20Nagar%20Copperative%20Housing%20Society%20Garden)
osm_80d74790172130f1,Chikoowadi Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2220939,72.8394648,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2220939%2C72.8394648%20(Chikoowadi%20Park)
osm_5146cb392dd10947,Chintamani Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2244485,72.8413491,120,4,50,https://www.google.com/maps/search/?api=1&query=19.2244485%2C72.8413491%20(Chintamani%20Park)
osm_32a92581c811db85,Maharashtra Cricket Association (MCA) ground,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2148196,72.842558,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2148196%2C72.842558%20(Maharashtra%20Cricket%20Association%20(MCA)%20ground)
osm_1105c48e27a3ad9a,Mandapeshwar Civic Federation Garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2357717,72.8533231,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2357717%2C72.8533231%20(Mandapeshwar%20Civic%20Federation%20Garden)
osm_129b80449b991254,Poisar Gymkhana,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2111916,72.8455539,120,4,58,https://www.google.com/maps/search/?api=1&query=19.2111916%2C72.8455539%20(Poisar%20Gymkhana)
osm_b8361b4323a44348,Veer Savarkar Udyan,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2272569,72.8501249,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2272569%2C72.8501249%20(Veer%20Savarkar%20Udyan)
osm_521cfe0a2964280b,Domino's,restaurant,Borivali,pizza spot in Borivali,restaurant; fast_food; pizza,fun; romantic,19.2275756,72.8580295,650,4,50,https://www.google.com/maps/search/?api=1&query=19.2275756%2C72.8580295%20(Domino's)
osm_dd932743d1eb8567,Hannahs cafe,cafe,Borivali,coffee_shop spot in Borivali,cafe; coffee_shop,chill; fun; romantic,19.2483938,72.8482989,320,4,48,https://www.google.com/maps/search/?api=1&query=19.2483938%2C72.8482989%20(Hannahs%20cafe)
osm_1b445ddffbfeb734,Fish Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2487165,72.8462259,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2487165%2C72.8462259%20(Fish%20Park)
osm_fc733368237c64a2,fernades & co.,restaurant,Borivali,"pizza, burger, chicken, indian, ice_cream, bubble_tea, noodle, italian, american, seafood, pasta, frozen_yogurt spot in Borivali",restaurant; pizza; burger; chicken; yes,fun; romantic,19.2479337,72.8512089,650,4,72,https://www.google.com/maps/search/?api=1&query=19.2479337%2C72.8512089%20(fernades%20%26%20co.)
osm_e59c70aa37c5c051,Boba and Mocha,cafe,Borivali,bubble_tea spot in Borivali,cafe; bubble_tea,chill; fun; romantic,19.2144461,72.8745074,320,4,48,https://www.google.com/maps/search/?api=1&query=19.2144461%2C72.8745074%20(Boba%20and%20Mocha)
osm_4d9c46665309b242,Meenatai Thackrey Garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.242538,72.8631178,120,4,48,https://www.google.com/maps/search/?api=1&query=19.242538%2C72.8631178%20(Meenatai%20Thackrey%20Garden)
osm_464dd8d61af32133,Kaffiene,cafe,Borivali,"coffee_shop, pizza, burger, sandwich, chinese, mexican, american, pasta, salad, dessert spot in Borivali",cafe; coffee_shop; pizza; burger; yes,chill; fun; romantic,19.2176421,72.8517071,320,4,48,https://www.google.com/maps/search/?api=1&query=19.2176421%2C72.8517071%20(Kaffiene)
osm_d47ec2cc994149a9,The Chocolate Heaven,cafe,Borivali,"pizza, pasta, sandwich, burger, dessert, chocolate, milkshake, waffle spot in Borivali",cafe; pizza; pasta; sandwich; yes; no,chill; fun; romantic,19.2200169,72.8479993,320,4,48,https://www.google.com/maps/search/?api=1&query=19.2200169%2C72.8479993%20(The%20Chocolate%20Heaven)
osm_0571d40688b7bc7e,KGG,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2111117,72.8625755,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2111117%2C72.8625755%20(KGG)
osm_b67d07fb491d297e,butterfly garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2252401,72.8398763,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2252401%2C72.8398763%20(butterfly%20garden)
osm_32c0017173e6139e,Blue Tokai,restaurant,Borivali,coffee_shop spot in Borivali,restaurant; coffee_shop; yes,fun; romantic,19.2188387,72.8380629,650,4,58,https://www.google.com/maps/search/?api=1&query=19.2188387%2C72.8380629%20(Blue%20Tokai)
osm_2b47921551f62513,Hot Buns,restaurant,Borivali,fast food in Borivali,restaurant; fast_food,fun; romantic,19.2448666,72.851611,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2448666%2C72.851611%20(Hot%20Buns)
osm_4dca0208b450741a,Harbhole Kutchi Dabeli,restaurant,Borivali,kutchi spot in Borivali,restaurant; fast_food; kutchi; yes; no,fun; romantic,19.2348325,72.8553465,650,4,48,https://www.google.com/maps/search/?api=1&query=19.2348325%2C72.8553465%20(Harbhole%20Kutchi%20Dabeli)
osm_0f42c49970bc424b,bay leaf veg restaurant,restaurant,Borivali,"indian, chinese spot in Borivali",restaurant; indian; chinese; yes,fun; romantic,19.208615,72.8643764,650,4,48,https://www.google.com/maps/search/?api=1&query=19.208615%2C72.8643764%20(bay%20leaf%20veg%20restaurant)
osm_d3e2df57d3afc527,sai garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2185608,72.8459706,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2185608%2C72.8459706%20(sai%20garden)
osm_293d515d284f0a82,Gandhi Tekdi,outdoor,Borivali,viewpoint in Borivali,outdoor; viewpoint,chill; romantic,19.2258467,72.8717566,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2258467%2C72.8717566%20(Gandhi%20Tekdi)
osm_1cf518c2d6adae97,Baba Food Inn,restaurant,Borivali,"south_indian, frankies, sandwich, juice, chaat spot in Borivali",restaurant; fast_food; south_indian; frankies; sandwich; yes,fun; romantic,19.221433,72.839029,650,4,48,https://www.google.com/maps/search/?api=1&query=19.221433%2C72.839029%20(Baba%20Food%20Inn)
osm_5da6ff9482d9da47,baba foodin,restaurant,Borivali,sandwich spot in Borivali,restaurant; sandwich; yes,fun; romantic,19.222063,72.8389826,650,4,40,https://www.google.com/maps/search/?api=1&query=19.222063%2C72.8389826%20(baba%20foodin)
osm_eed6f8168c2038bb,Grab Some Momos,restaurant,Borivali,momo spot in Borivali,restaurant; momo,fun; romantic,19.2448196,72.851815,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2448196%2C72.851815%20(Grab%20Some%20Momos)
osm_34936753c50585ae,Lazeez Caterers,restaurant,Borivali,biryani spot in Borivali,restaurant; biryani,fun; romantic,19.2448152,72.8518372,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2448152%2C72.8518372%20(Lazeez%20Caterers)
osm_a16111c4618b161f,Hotel Ashirwad,restaurant,Borivali,restaurant in Borivali,restaurant,fun; romantic,19.2447533,72.8521214,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2447533%2C72.8521214%20(Hotel%20Ashirwad)
osm_608fa5251d2ac536,Chotu's Kitchen,restaurant,Borivali,restaurant in Borivali,restaurant,fun; romantic,19.2436038,72.8516575,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2436038%2C72.8516575%20(Chotu's%20Kitchen)
osm_0a1ac049b8bdf4cb,Zaika - The Northern Street,restaurant,Borivali,restaurant in Borivali,restaurant,fun; romantic,19.2154359,72.8387576,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2154359%2C72.8387576%20(Zaika%20-%20The%20Northern%20Street)
osm_1fa632d0ed32c77e,Starbucks,cafe,Borivali,coffee_shop spot in Borivali,cafe; coffee_shop,chill; fun; romantic,19.2411981,72.8445049,320,4,50,https://www.google.com/maps/search/?api=1&query=19.2411981%2C72.8445049%20(Starbucks)
osm_f8da251d8e28ba45,Snack Shack,restaurant,Borivali,restaurant in Borivali,restaurant,fun; romantic,19.2490932,72.8482061,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2490932%2C72.8482061%20(Snack%20Shack)
osm_f36ec845b14b1507,Cafe Meter On,restaurant,Borivali,"pizza, italian, coffee_shop spot in Borivali",restaurant; pizza; italian; coffee_shop,fun; romantic,19.2497886,72.8490222,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2497886%2C72.8490222%20(Cafe%20Meter%20On)
osm_dd24bfcc36e0c55a,The Farm House,restaurant,Borivali,restaurant in Borivali,restaurant,fun; romantic,19.2499114,72.8479225,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2499114%2C72.8479225%20(The%20Farm%20House)
osm_d14d734a34d52aa3,Lochlainn Cafe,restaurant,Borivali,coffee_shop spot in Borivali,restaurant; coffee_shop,fun; romantic,19.2304479,72.8559778,650,4,48,https://www.google.com/maps/search/?api=1&query=19.2304479%2C72.8559778%20(Lochlainn%20Cafe)
osm_c022d32e38c23391,riga chinese,cafe,Borivali,"sandwich, pizza spot in Borivali",cafe; sandwich; pizza,chill; fun; romantic,19.2446402,72.8501551,320,4,48,https://www.google.com/maps/search/?api=1&query=19.2446402%2C72.8501551%20(riga%20chinese)
osm_aa98b14ce9d8ab1b,aditya thakrey,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2440126,72.864726,120,4,50,https://www.google.com/maps/search/?api=1&query=19.2440126%2C72.864726%20(aditya%20thakrey)
osm_ec082f0b112bb4bb,Madrasi Kaapi House,cafe,Borivali,"coffee_shop, indian spot in Borivali",cafe; coffee_shop; indian; no,chill; fun; romantic,19.2114438,72.873429,320,4,72,https://www.google.com/maps/search/?api=1&query=19.2114438%2C72.873429%20(Madrasi%20Kaapi%20House)
osm_7bdd07fb76498642,Utsav,restaurant,Borivali,"indian, sandwich spot in Borivali",restaurant; fast_food; indian; sandwich,fun; romantic,19.2236703,72.8457616,650,4,58,https://www.google.com/maps/search/?api=1&query=19.2236703%2C72.8457616%20(Utsav)
osm_22a313a9b0390320,dwarka,restaurant,Borivali,"regional, pizza, sandwich, italian, chinese, indian, kebab, ice_cream, dessert spot in Borivali",restaurant; regional; pizza; sandwich; yes,fun; romantic,19.2240617,72.8519597,650,4,48,https://www.google.com/maps/search/?api=1&query=19.2240617%2C72.8519597%20(dwarka)
osm_ebe807beff017dd6,Soda planet,restaurant,Borivali,fast food in Borivali,restaurant; fast_food,fun; romantic,19.2239331,72.8415294,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2239331%2C72.8415294%20(Soda%20planet)
osm_605dc4338475faa3,Banana leaf,restaurant,Borivali,regional spot in Borivali,restaurant; regional,fun; romantic,19.2204966,72.8410874,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2204966%2C72.8410874%20(Banana%20leaf)
osm_766858f6bb8c9b60,Ten One,restaurant,Borivali,restaurant in Borivali,restaurant,fun; romantic,19.2239251,72.8413573,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2239251%2C72.8413573%20(Ten%20One)
osm_af8cb49709a43b66,BMC Park,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2180094,72.8432484,120,4,48,https://www.google.com/maps/search/?api=1&query=19.2180094%2C72.8432484%20(BMC%20Park)
osm_cbd3b52d126f2a73,Main Garden,outdoor,Borivali,park in Borivali,outdoor; park,chill; romantic,19.2100321,72.8696116,120,4,40,https://www.google.com/maps/search/?api=1&query=19.2100321%2C72.8696116%20(Main%20Garden)
osm_01dfa5c710edb357,Nirvana,restaurant,Borivali,"indian, chinese spot in Borivali",restaurant; indian; chinese; only,fun; romantic,19.2117865,72.873412,650,4,50,https://www.google.com/maps/search/?api=1&query=19.2117865%2C72.873412%20(Nirvana)
osm_d026600ae0066a2f,Domino's,restaurant,Borivali,pizza spot in Borivali,restaurant; fast_food; pizza,fun; romantic,19.2121002,72.873334,650,4,68,https://www.google.com/maps/search/?api=1&query=19.2121002%2C72.873334%20(Domino's)
osm_f3ab11ddb8599dc0,Inox Movie,activity,Borivali,cinema in Borivali,activity; cinema,fun; adventure,19.2120189,72.8715978,700,4,50,https://www.google.com/maps/search/?api=1&query=19.2120189%2C72.8715978%20(Inox%20Movie)
osm_01361bbe37a8fb7c,Sattva,restaurant,Borivali,restaurant in Borivali,restaurant; yes,fun; romantic,19.2204814,72.8406478,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2204814%2C72.8406478%20(Sattva)
osm_00b0764edc504f75,Simply Saraswat,restaurant,Borivali,south_indian spot in Borivali,restaurant; south_indian,fun; romantic,19.2301647,72.84741,650,4,40,https://www.google.com/maps/search/?api=1&query=19.2301647%2C72.84741%20(Simply%20Saraswat)
osm_4c4e480ac5a83a75,Cafe Coffee Day,cafe,Borivali,coffee_shop spot in Borivali,cafe; coffee_shop,chill; fun; romantic,19.2230442,72.8410341,320,4,50,https://www.google.com/maps/search/?api=1&query=19.2230442%2C72.8410341%20(Cafe%20Coffee%20Day)
osm_ca830d3d92ddbc61,Starbucks,cafe,Borivali,coffee_shop spot in Borivali,cafe; coffee_shop; no,chill; fun; romantic,19.2131152,72.8423408,320,4,82,https://www.google.com/maps/search/?api=1&query=19.2131152%2C72.8423408%20(Starbucks)
